date,pm25,pm10,o3,no2,so2,co
12/23/2023,134,72,23,17,23,4
12/24/2023,157,60,26,30,2,9
12/25/2023,69,53,1,24,13,5
12/26/2023,76,28,5,38,25,9
12/27/2023,24,33,31,37,25,9
12/28/2023,77,104,22,38,25,10
12/29/2023,182,107,12,31,24,9
12/30/2023,192,71,7,30,24,8
12/31/2023,118,81,16,32,24,8
1/1/2024,140,65,13,27,24,8
1/2/2024,98,52,11,21,23,7
1/3/2024,70,64,7,31,25,10
1/4/2024,122,80,12,34,24,10
1/5/2024,152,66,14,28,24,8
1/6/2024,106,64,14,27,23,7
1/7/2024,95,64,13,23,23,7
1/8/2024,90,62,9,25,23,8
1/9/2024,82,55,6,22,23,9
1/10/2024,83,29,5,16,23,7
1/11/2024,51,16,5,15,15,7
1/12/2024,31,44,5,19,8,9
1/13/2024,82,62,7,22,8,9
1/14/2024,116,67,6,26,8,10
1/15/2024,108,68,7,31,8,10
1/16/2024,100,64,5,27,9,10
1/17/2024,112,54,13,29,20,11
1/18/2024,56,31,57,27,1,13
1/19/2024,108,19,19,15,12,1
1/20/2024,23,41,20,10,9,6
1/21/2024,69,25,7,16,14,10
1/22/2024,103,25,1,11,15,10
1/23/2024,113,40,9,15,7,5
1/24/2024,69,49,12,15,7,5
1/25/2024,90,54,10,14,7,4
1/26/2024,116,46,8,13,8,5
1/27/2024,112,40,11,12,8,4
1/28/2024,89,50,10,18,8,7
1/29/2024,117,68,6,24,8,10
1/30/2024,160,79,6,25,8,13
1/31/2024,175,84,6,26,8,13
2/1/2024,170,83,10,23,8,11
2/2/2024,145,50,6,18,8,6
2/3/2024,64,45,8,16,7,5
2/4/2024,60,49,7,15,7,5
2/5/2024,66,54,6,9,7,8
2/6/2024,79,48,5,1,8,6
2/7/2024,76,28,10,1,7,4
2/8/2024,59,34,17,1,7,4
2/9/2024,65,58,18,5,7,4
2/10/2024,142,42,16,9,7,5
2/11/2024,91,54,16,11,7,4
2/12/2024,113,43,13,6,7,2
2/13/2024,63,43,13,6,7,3
2/14/2024,59,57,9,7,7,7
2/15/2024,82,63,10,6,8,7
2/16/2024,118,54,11,4,8,5
2/17/2024,89,48,8,4,7,4
2/18/2024,68,49,6,4,7,6
2/19/2024,57,52,6,3,7,5
2/20/2024,75,56,7,4,7,6
2/21/2024,78,55,6,4,7,8
2/22/2024,70,52,6,3,7,7
2/23/2024,96,17,5,2,8,4
2/24/2024,38,22,5,2,8,4
2/25/2024,38,34,5,3,8,5
2/26/2024,62,26,6,3,8,4
2/27/2024,47,43,5,3,8,6
2/28/2024,86,29,9,2,8,4
2/29/2024,55,27,11,3,8,5
3/1/2024,46,42,12,3,8,6
3/2/2024,84,58,10,3,8,5
3/3/2024,127,70,7,3,8,12
3/4/2024,145,111,16,3,8,12
3/5/2024,197,93,14,2,8,9
3/6/2024,167,73,11,2,7,8
3/7/2024,131,86,7,1,8,10
3/8/2024,170,77,7,1,8,7
3/9/2024,154,41,6,1,8,6
3/10/2024,65,45,10,1,9,9
3/11/2024,74,78,10,1,8,9
3/12/2024,148,66,9,1,8,9
3/13/2024,118,44,7,1,8,9
3/14/2024,83,62,5,1,8,11
3/15/2024,109,58,9,1,8,7
3/16/2024,73,57,8,1,8,6
3/17/2024,80,53,10,1,7,8
3/18/2024,68,43,15,1,7,5
3/19/2024,65,58,8,1,8,10
3/20/2024,88,78,14,1,8,9
3/21/2024,130,72,13,1,8,8
3/22/2024,112,56,9,1,8,5
3/23/2024,76,54,11,1,7,6
3/24/2024,72,56,11,1,7,7
3/25/2024,72,59,11,1,7,6
3/26/2024,73,60,10,1,7,5
3/27/2024,93,63,11,1,7,8
3/28/2024,89,67,10,1,8,9
3/29/2024,104,67,8,1,8,8
3/30/2024,103,68,11,1,7,7
3/31/2024,109,77,11,1,7,7
4/1/2024,118,72,11,1,7,7
4/2/2024,103,78,11,1,8,8
4/3/2024,112,73,11,1,7,8
4/4/2024,100,59,11,1,8,5
4/5/2024,69,54,10,1,7,6
4/6/2024,63,47,10,1,7,8
4/7/2024,65,48,10,1,7,7
4/8/2024,45,56,6,1,7,9
4/9/2024,79,67,7,1,8,11
4/10/2024,99,61,10,1,8,9
4/11/2024,86,61,10,1,7,6
4/12/2024,72,54,10,1,7,4
4/13/2024,55,59,10,1,7,5
4/14/2024,64,66,11,1,8,7
4/15/2024,24,58,10,1,8,4
4/16/2024,162,56,10,1,7,5
4/17/2024,26,57,10,1,8,5
4/18/2024,32,59,10,1,7,6
4/19/2024,96,69,11,1,7,7
4/20/2024,116,68,9,1,7,6
4/21/2024,69,63,9,1,7,9
4/22/2024,72,67,9,1,8,9
4/23/2024,2,72,9,1,8,9
4/24/2024,136,65,23,1,8,7
4/25/2024,105,75,9,1,7,9
4/26/2024,114,76,9,1,8,7
4/27/2024,120,44,17,24,10,10
4/28/2024,34,44,21,25,16,10
4/29/2024,113,41,4,1,20,6
4/30/2024,71,42,38,32,10,8
5/1/2024,41,86,14,43,10,7
5/2/2024,18,44,1,24,21,7
5/3/2024,62,27,18,3,14,5
5/4/2024,138,13,22,21,2,10
5/5/2024,22,61,1,9,11,5
5/6/2024,106,43,1,22,7,10
5/7/2024,89,56,9,1,8,9
5/8/2024,65,44,9,1,8,6
5/9/2024,53,58,1,1,8,7
5/10/2024,78,49,9,1,8,4
5/11/2024,59,50,34,1,25,6
5/12/2024,54,35,9,1,8,5
5/13/2024,45,56,12,1,8,6
5/14/2024,82,50,10,1,8,8
5/15/2024,60,60,10,1,8,7
5/16/2024,89,60,12,1,8,6
5/17/2024,80,48,11,1,8,3
5/18/2024,48,45,12,1,8,5
5/19/2024,47,50,10,1,8,9
5/20/2024,62,64,11,1,8,8
5/21/2024,91,59,16,1,8,5
5/22/2024,89,63,11,1,8,10
5/23/2024,92,73,10,1,8,8
5/24/2024,99,37,11,1,8,6
5/25/2024,39,33,14,1,8,4
5/26/2024,30,54,13,1,8,8
5/27/2024,59,65,13,1,8,8
5/28/2024,85,56,14,1,8,6
5/29/2024,58,50,13,1,8,6
5/30/2024,47,39,10,1,8,8
5/31/2024,48,63,10,1,8,8
6/1/2024,98,60,11,1,8,6
